"User ID","Anonymized User ID","Course Specific Anonymized User ID"
"101","a756fc9abde3f8685cba5afafb1a7dd0","251c42e6fa4771f851dfed5978362344"
"258","16fe01978e343613a2f48314b7158336","6ce4df02c7d2441ce3d5adbea1ad9c20"
"824","97819bced4823fd54ac6aa2603201ca6","d4bfb00c750eb0999d50ffa96dcd0cee"
"1403","3a402ed6cc84b789eece9b507665b8c5","d1a7038a190c95121c32b65ef2835cfc"
"2950","581b8af5b5311cfd41649dbaf0ba5f90","c1868b62515aca63cbb3a0531b1696bd"
"4947","0a3175f798f7a1311c0c22a68d2a0c8f","298f85b5abf0766507fec1dc94cc87bd"
"5974","b6e9818ca9d3883440fea3207dc802d1","965b46158400da5f16fd4c6cbdccea9a"
"7300","1e518a67aa129bf2fd208edcb4bfacf7","f99dc0aec2783f69a627f0ec2085c501"
"7719","a7da6d5def08a36f5c5279aa96758e5b","32f8c1eaf43eb477fe1f56329d73ad24"
"10206","8f1b9bd7266551c33b62611557ebe375","81705b044645a8065ae5e01dcb6a306e"
"11101","ae798b33f42616f4590da4ead38c060a","3cbc86aef646df886146b30b10a96919"
"13969","cf8bbc70f9b7f67fa5b6e68bf202393e","ad0ef1f04ef9a906876166bcb22b4d17"
"16461","2b2a233b6b12c73aaecb0e959fb11940","f323115e8a1e37ab747e1ae924ed07d4"
"17001","2235d83e7a0e610813be196e75ab5f34","ded840b2cccc214fe97a5bd230d55371"
"17062","71c8d96a133dec28dcb167e52b5dcc78","d04fe098cc6e7ccba172ca601517c2e5"
"21469","a88f2ec29e53d54b7ce8e55f10142ef0","cf6fb58adba03f71e495babfeb826935"
"21813","296dd08160aa732638ea9dee82ca2a4b","e03c1cab1cba77db0694189283807eda"
"24568","e17cd71418423abf7af54b97dae938ed","ad69340a7d1493c52b6b0d1abb022bd9"
"26085","91ec5a361c5c2d6f324ed9b1c56bbf5e","7ce55c156d1f693b40267d687cd0ee31"
"28898","08df1b9404cc4231a7df7364b5165aea","42dad487e5478799e2c9eb7aead7bcf0"
"29233","1c8781ba5c79d30087c16be6a71354df","d08f0405087a26322ee8d29a85776ab3"
"29576","ec7fb8656d1c6a1db9965d9f6c3b142c","28852a3b77c8e7f4ceaa24de87b6e6ed"
"30736","87bf894c764bf18da0287890e0c0e08e","bd68561305afdad820642abd76478835"
"31154","006ed0b5c8c0e507ad9d6d39e2d8b6f1","60d0e9aa5baafac18d59a0aafea762fd"
"31618","b169be5d4ebfb0348b39ce3367eac291","0d13fbd950a8e89a97bd861a8d6f8d2b"
"32196","d2aa842d20d3211523f6697d1eb67d34","0b7909e0a70098b742c775aeac94b35f"
"32263","a1ec547aa4a8678a0b1bf7e1eb9edc21","13530f8a4a6562e9f6ba388c8d1f7beb"
"32295","bddb40360739d7d1ad8158ec38ef2d51","b53441fd3fe4acfb90c6891e759c6788"
"32472","fcfc9a787e77d0be8e25912ded801bb3","c106db00df45bb1e8cc822cb67f842d5"
"33300","c55e25b0fe02b22a4038696f1be61bf4","e16968f54b4dad491d6a6773dcd7932c"
"35707","b1b822eeb9e5d7f875351ebbafbf06b7","28b1feb2e2d1912f2ffb9a638b157b89"
"35831","12f341dbaf3d85d8d26e69728d7a90e7","2948f4a07cdbb2e2450a240b09d65607"
"35834","f875bed6eb53506d9e1de69cf1465c33","b4678056bb7209455ef0b532a034a15e"
"36386","a02be1883dc24901eb594a14015f1517","d1b29bb8134add4382d2e9c9e360db8a"
"36608","57b64198c35bbe399759e6fb22be522a","9a1d2e069abae4eb002f7289895039ee"
"37207","0f62455cf618ab7390caa376f471c8da","8dac6550b91950125782c45a5effc0da"
"38131","da46de8d88c865fe790aa0bbea0e18f8","5a7b83a1eab26b389cca8c79c682a88c"
"38671","d46faabe020a655f324d064dd3ad1393","2e266d52fa512ee7c70e188455505335"
"41886","548900cb0aefb607577be57e1cb40549","dcdcc4649484b7403eae34f3d5afe6ff"
"42893","31b99e144756f16feb3b46394fbf20da","07b12c06f9507740700c0681ac1939f6"
"43910","146fff63bea6f0de8db1ce83ecbf5b13","0c97390a6a69a025295e3f394028217d"
"46683","695bb40d428cc8e8b0ea80e1225603eb","327771b6b4eb1d198f5868eb531c2ddb"
"47533","15b2d7ac0794c24109ada84533c8f48b","4bb6ad72f19555cc92f9ab357efe477d"
"50745","045cfe297c58c2719962fb9e7ec7c2fc","4e5fa2d5634676775f494f26953f3b52"
"54564","02d8e625729df5eec9de5cd37caea154","815cf72479445a37d4c33a7bb28b3206"
"54720","032192be4e25a5f07738fec91774ab86","5312b7da2d8d175b366c2d4a24535244"
"55589","1345478afbd5af8110f2d98f58e920a6","86c874cab6f14962d6af870a28525dfb"
"57573","5b5bd21df67932f09e75d4cc0ec5c83a","7ba57bddbe47e95823f2bc9016b384dc"
"58282","0b8ad37e40b11c568da5af6d5621ec44","02868a7d672feab57aab9afb3555243d"
"60871","e82466bbb0ded61b11aa148c89043571","7f027a85e7052584bd39f07786fa3ce1"
"61396","26d94a92058fc13e4ccc322acd6c719b","6745724768a3c86552d27bff3204ce60"
"61996","cda652cae50ae93c526c88d79b22e500","8ebbcfd005efc7ce3bc5d9660ccbde79"
"62227","df2d8465db84c5990bde8464aae49ba9","726d39b76cb94e157c5d9a3b9ea86bbf"
"62427","204cb7e64879b242f134e57a9fca7b1c","f798f5cf9073d867e9394181434747bf"
"62462","81e5f1ee7c186437382029bb6bc04e8e","d3ba85ebe504676a6b1cf9ff4e9a71fb"
"64892","8007e89e634211c8fb438e8292bcfbc0","c1fadff56c0c5a758da83f6225b39fe1"
"68047","92d4c6ccb5b6fe84576313b8cde48693","5b4437b80abc437a15192d39550ce3f8"
"72425","34425bccfcd6b1b45668b535e4996d16","461191e59ed6d61a839071f26a679e75"
"75535","52f25adce3f94ff0eb3f2101484a973f","e97c359c4670bc05d578348f7fc7dbb2"
"77355","ac7bcf4509e4e91b63db39d86fd5e9af","8d16cc97e1df8279db94a6ee4a567deb"
"79989","57b0697fd9945eb2abdced1412028f75","deb05d92226c6865b75f766e8369d062"
"81364","d1b99d9064af19c5a4862c31572f3e99","89506761103f3187192f110998b37e7f"
"82659","69507e9fd3c5e4acca1a0f981e62134e","7acc2218c9fdc5d558c081912b0e7fe5"
"83021","36d16752bc2f5d31b920dcb3be3969bc","c2909381d3b514ef54a9bb0d4701ee47"
"83744","68d16d493c5d7a41c869527bab5715d1","e49af53b05f164e0834081bd3f8f59eb"
"84060","53d3e8246af86359dbdb73822158f843","f5930b043053681915020a19e3f5096c"
"84691","629689d91d363a85949abb79627fc7c7","5f974e5c2ecfa7883022b1f0c862a550"
"86478","d30dd819f50fd3c51d2beec45c2dd1c7","2d34911bf83e12baf69100a6f733f1a6"
"86982","c16867bf01495a1d65094e8c2953f3c3","6cc5aea1aa60ccc74e3335afd275c885"
"88151","11b91e9e58e265a6271af4b8cf3f4815","ac862151c5cb8f355129690077226032"
"88897","dd144ef87eb2719259c8d65727cbb64e","327d0562236a77c29a1e6beeb22b2ea8"
"89340","c57e1721dca1975fbecc6c8505f1c855","75263e258d5f013cb5d6509aec225cc2"
"89933","f46960c9bbef83f2ecec237baa1bb2fb","c66fc0f263765b79df5fb4242c5fd6bd"
"90371","15c52de523b89d024e7a14fc7f3986d4","50a4ef3a7d51da314b1fc8f256c26378"
"90377","f6c4283e4033dc51efa0ce111cc60502","50a9add41469662c2090565044828a73"
"91159","7a9cbb27a4552b7ddf189e814ba56f84","5340f0af0c5705029d2479541d834bff"
"95482","7e4c1e1c9c7c1bc2dfd289624a75a8be","538300b15ea04fdecb2038ec73ca5de1"
"97926","4043c5cd73dd562d8ac72fb195840f41","e9ca1e30f3c928f41f6d989e4d17a796"
"101148","7fa8e5b9bc5f3398d79178f715cea8da","2cbd434be0804e5b12b60d09420e0f2e"
"102522","adba253933c671f9d1078d78ce3946e2","e9940ac48d3125af684edcbe649e9158"
"106786","144fe4c1ab191017f6aaf29739caaa96","1ddebf05cbfbe46442ae2261c195572a"
"110778","d69fd5b4a48363a79f1f7fef4c8e3888","b2803b16fb7192027b1076cc0812d895"
"111909","448316f0cfccd02c8785a0e827903029","2480c839976603c8045e58ccd4e1cf28"
"117481","3778904a84f07f613c60c0898f7b4bc6","f12404596fdb41751f4b3d3a6e31a72b"
"122271","ee150e8d91d1cd6d5cc5504a230fb2ba","014152d81c4d589f1449520ae825d9cd"
"123961","efca49c1d965fb0246a81b7c427c85db","b54fc8279d0ea1c9a64dff00bbf33480"
"126228","63d6c1017901a3b2da85376af3be0281","74cc84f7a09355838971817f384e0695"
"127900","5887d45fcf3d1bbf05da4d38009012c2","d19c2e9e82b4645da66190121ebb39d1"
"128020","52f0193069f8bac9eeb50964500fc585","0a81640c858fae8241e028c40cc31045"
"128021","97c5fe5954cf80270e7f740533a2865b","db574a2c40a58d091000ae32b8d70a50"
"128152","12893a23e4204b55dd589b6e8f5f7b86","91bf9f803e56ff3266dfed9502e5145c"
"129205","dbfe5cc7ea8c3ef5fec13871889eda2e","509a45b4ff31aab40c36967b0b9a531a"
"129275","c3ed44f0332e0a5a4b384e46ec39de66","ae090fe88696af8a7757771bd32cba18"
"129864","912c85c13ada050f829cc6209021f266","09584120cf583d4837c29ccc6a1ba4e9"
"130138","62002497675069c16d912c536253a516","e4d837f18053d1c9d4689509930896ec"
"131076","5e00fe6f74c8724fc77b96794fb62a1d","0cddaa0b00d4aba4a44d444c8df66ca7"
"131953","3374b1246e431c5da49f40ff1b7ef13b","3125b7826c8e9fe211ef42d675ab6717"
"131986","6501f1886e63b5c4101af2f79dab0d1c","7f92c5a232f707ee0cf4f2f7e3134ad6"
"132055","2ceeb5a5db73025b378d5bf295972962","3ca7decf01c461c220e84cb2aef3626e"
"133512","c0c9f9f131b8272bae4cd587c466ba3b","031ce98cd3cacc17eec6b27e44148e19"
"133831","001a3b86b76472d074d01ce27c17b403","b6ea326ae9067f59b7edd4dce9cc80a1"
"134445","495796aca88f731806859881cb1d7391","4079e897fc9e7d962ae7b574c7c30445"
"135865","0529f28f060902c7c5b136380cbf00a9","c7a8e101ecf8d63e050f7c234140f7e4"
"135981","bf9a313d03b689d2c7cf76896fced023","732edc2445878ac6ab49c5b9e8bdc9e7"
"137757","f00c60fe3427e2a19690fd171176d23c","5513612e8717fb3fde80795c44600c01"
"139753","048084c8565e4b6d14712c341468ac04","18ab20b2e3b9d4be6062bf93750e601b"
"139764","e0c03bc10f75b7ff2830a4017eff3e64","49f69fe6f58005cd86b690a9af9e3029"
"140494","95738003f907eda6c6550dee2edb4090","45fb2592e061689c6372da09c02193ef"
"140530","4173122e665fb1ff4be1fd599e7ef2bf","4262f87dff1016f2878d01afc23f3861"
"143173","88ddf6f8d50473e68590675e595962cb","066e425214268dcac38f3b609ac18758"
"143466","f1a3a7ed49d96907897c25ec69fef2f9","3b8343e3bda580165c1b90ea722308cd"
"144323","b0f10e35eae7a74ea99a2cedf1d667c9","03d96dd866b0fbc89e89e8a319712e98"
"144450","36e4dca67157585c8db8a85cd0f8691a","ebd311dcdd956e178e34c7a2681f9690"
"144530","d59c0f9721efbd90b27b9aa556dee6df","9fa521d49b6a2443edca531845102bc0"
"144534","a5120c25da32a10653b341a84f2c4ac8","857c2b58d0ec17652a2999e05db13d1d"
"144602","e6a0d4b17a4dba9518f59f3c753e7bb4","5cbf6a4ed32b82ac263557d4213df1de"
"144825","f23f062062255fdcedcc93a027d0ada5","d514059f993c1a6a823ee62df7864d5a"
"144970","b85031a08164fad0f0df20f047e67b0a","ab4de0cf192185416636a0c02b411696"
"145424","15860f21588bef54392ac81e4ccd4f5d","5037d09a1cc7155708bf1b8bc92b6603"
"146942","e040b2b8c91eb72f08f50526841375d5","0654ceb309b8f16686a3c12e97a78a8a"
"147138","0c5daa141aa6860e19d856f571c13ca9","c149b1a5bfb40325a1a04d611bd95320"
"147391","6a01fc7bc5198bb1ad71b9fc338f471b","f5bf9879f63e5b1f196675c0e187dcdd"
"148366","4de923194ccea3b334f077d91b637d0b","ae540f46876a3eb6f42ed491df7a1c1f"
"151120","8b4da85569926bef2b70dab7e308af41","090ff8d81eadeba999c18bc2b72c37af"
"151492","8d3a6bf74c1f8612f79a3602b050c5ec","cec33dc807b2236937e888a077cf9af6"
"152175","f21a85e5fc76b5dd8958277b4bd5f9b1","9bca62465543e5b82d56d0dc249f0e5c"
"152384","453c939c74635b06b2c5243c9a092db7","a6aea53e84fe41a5e43dbde2f7a93868"
"152480","def6eec56c75255b9563289620d7f937","9d27b206179a4383b360ed0088fc18e2"
"152750","c809cd4fb2a03f7f0f90978ba6416049","c26be49a0b59a8959d702807a70d10c8"
"153427","24890892217f71b0240d929c09f19904","aea31c6c29c0b5b072eb19b68259fcae"
"154046","70b4e99056b9373d4b0b13cc11f4620e","8d26093918098f156ca2013ca4a7af05"
"154388","982ebabdfa6369ec00de3a5abcd23083","3e0bd41f89c74e4fded4010cedd6e06a"
"156686","0fa7797c9f92536a382e7ec0448d22ed","1d910199eb4280705d2675a7c196fdbd"
"157910","1d5caced7ebb375db176ffa4c19dba10","f3df3efe6a904817d509b01168709b74"
"158875","9f76efef313d5e9066a1fd08101d880e","ad9bf74d2ab69d64080e086c21251192"
"160002","a39d6f0fb758e0701f5b8dd4a9a6e817","fad508ba40a65df2581491dbfd0274a4"
"160509","c9ace7af49bd186feeb533abbd5c5f3b","eb02ea63d2df5c28965f2e593db7c71a"
"162251","842876fc0222a946a5e57b6d4fe7986d","bd3b9fbfff31d4134cd8e72feaedae95"
"162560","f7d61162f7ad6c4aa060a235d4a98da1","dde247939b3871020578cdc7656159d1"
"165589","b350912368e64163dc8055cad7733bad","ed52c5b8da49259319b0c8cd978af569"
"165617","7b4716a3fcdcb36f4cf4c970bb25dc5a","36dc793a164869f97faedf83fb4089ac"
"167072","32bc01590f662fffe75aa269cee95486","9c2e937b1981266d195f153da9812efb"
"167997","ad482da14cc60c0f42f232385a077827","86f22f9dd1d1dc2b332bb2497f0f0f07"
"168700","7f54367269bc758a5ce50313c25e3b05","5f14e93d7c4ec0e12f2958bf3f2f1f25"
"170011","78e4d7cd139a655d3e73b0df1cef4af2","37cf2511c8dcd01ae963670788d9d385"
"170043","3dc39297f633bb3cd075630aa46d7c19","a509ea8f7b79941f49d9d63499dbfaf1"
"170452","31eb5156519e5b21f28fc363349ab532","6176841b6a185e867b0330a08a29ac1b"
"171093","a5b42261427d3478ba75be147ca4a14d","f4c411c5b77f67fa0a4aadbbf214b884"
"173302","37f7bfb40f684aa6d259790084f93667","e0721b83f35d53d04b0e6619e4c88ece"
"173310","abd9556f062c851915c1ac4badb29e42","80ce4a6082bc760aa20e8895db572c63"
"177072","e31e441b6c385f38b386043432fbd83f","27159662cd674579ddef81b55b04a730"
"177315","d4f68284ff0ebf608501fb63acc167c2","04908948b8296a82c89c4577cf5194ea"
"178899","766cb37b95879760758bd1f605ec3b4d","fe9c3f3c11daf9198cf9f87a321cf3c2"
"181237","1056e750f149251cf140cfc78643ace2","7214d882a5fb748b03744e4a927233b5"
"181699","a8d2f5d2312e9c4ceb43f9db39f11bae","ae6d6fe53aa80f18fc99c03f36ad9bc9"
"182272","512d82853833c26dba07cf2d1bfa0bea","0478e851446b94c5790902bda5dfedb1"
"182375","dce6ad895ce71187aa2a4d94eb121daa","d6446338a4b998f553dee2302a20985d"
"183408","2496e5d32047aafd855eeb51560e9841","5bfe6da53175879670e2a4cbfc20e13a"
"184074","6d36b9661ac664c53753883ccae4693f","328ec4c15b0170b70496fc9d849930a9"
"184175","0c7c786ea66683c0af37b7be2e8984d4","c033fbfa0ad418f6f5217c692adfeccf"
"184321","3025b3547484f234d7dcd99cff5d68e9","d91d0d5f93698d7dc79e7c2f532521c6"
"184323","4e5078b31ebba0cce26b715639b3e4f0","751219990a253dea18b05416e9f1b4b0"
"184359","d1e8c0787fea9e8da8358c8f4b43e50d","c59bb43eeb4a35677ecd1bb24cbe5a2f"
"184533","5cf6eb8a677e2096870a5790cb62089a","088414530c9d9b59dcfe3fa3428b6997"
"184572","0ec11d2cc24679060966ac2d3dbcdce0","0bef08c6f15ece940773b0c55526540b"
